"earnings_id","symbol","reportedDate","fiscalDateEnding","reportedEPS","surprise","surprisePercentage","estimatedEPS","reportTime","price_range_prior","price_change_prior","avg_volume_prior","price_range_post","price_change_post","avg_volume_post","sentiment_prior","sentiment_post"
"HD05","HD","2024-11-12","2024-10-31",3.67,0.01,0.2732,3.66,"pre-market",39.84,-2.98019801980199,3207188.28571429,56.32,4.65885490115638,3237291.96774194,0.252577296022164,0.203052067094273
"HD06","HD","2024-08-13","2024-07-31",4.6,0.05,1.0989,4.55,"pre-market",44.1,0.859467072925353,3313875.20588235,53.88,-11.1945057640422,3174947.66666667,0.252577296022164,0.305787315360456
"HD07","HD","2024-05-14","2024-04-30",3.63,0.02,0.554,3.61,"pre-market",62.96,10.3752949979854,3609945.97058824,33.915,2.13946587537091,3605464.3125,0.203052067094273,0.283527706789432
"HD08","HD","2024-02-20","2024-01-31",2.82,0.05,1.8051,2.77,"pre-market",32.1300000000001,-4.32516357990463,3030634.42424242,48.1279,5.70949498394293,3488880,0.256262086432565,0.252577296022164
"HD09","HD","2023-11-14","2023-10-31",3.81,0.05,1.3298,3.76,"pre-market",33.03,5.96756906268367,2815071.11428571,52.58,-10.2808923148797,3811817.5483871,0.0527619927127098,0.169738087292045
"HD10","HD","2023-08-15","2023-07-31",4.65,0.21,4.7297,4.44,"pre-market",34.08,-6.27967855838305,3068187.47058824,43.3783,11.5932642487047,2784320.36363636,0.113172439962146,0.169738087292045
"HD11","HD","2023-05-16","2023-04-30",3.82,0.02,0.5263,3.8,"pre-market",23.27,-2.33680555555556,3462074.82352941,35.4827,-6.31884057971015,4777988,0.208387241298912,0.300452141155817
"HD12","HD","2023-02-21","2023-01-31",3.3,0.01,0.304,3.29,"pre-market",34.079,-0.869210493284794,3197071.27272727,20.56,0.155300472653625,4183827.24242424,0.11835674805817,0.291697335155918
"HD13","HD","2022-11-15","2022-10-31",4.24,0.12,2.9126,4.12,"pre-market",52.07,-14.5576923076923,3667489.2,36.99,-2.45740804186003,4154308.19354839,0.144122850729415,0.144122850729415
"HD14","HD","2022-08-16","2022-07-31",5.05,0.12,2.4341,4.93,"pre-market",47.76,-9.57103099708903,2804717.70588235,60.71,12.2515283842795,3714152.36363636,0.127911601603752,0.188312905452667
"HD15","HD","2022-05-17","2022-04-30",4.09,0.4,10.8401,3.69,"pre-market",40.37,8.39110191412312,4613148.20588235,43.99,0.771956910768795,4392857.03225806,0.331402551923086,0.252577296022164
"HON01","HON","2025-10-23","2025-09-30",2.82,0.25,9.7276,2.57,"pre-market",16.615,5.3512528922365,4494200.33333333,32.45,13.0281690140845,4167249.04,0.203993837348048,0.27918459154144
"HON02","HON","2025-07-24","2025-06-30",2.75,0.09,3.3835,2.66,"pre-market",21.52,-5.11847155014184,2950501.29032258,16.8119,5.15300163513198,3434124.14705882,0.268226226015718,0.144122850729415
"HON03","HON","2025-04-29","2025-03-31",2.51,0.3,13.5747,2.21,"pre-market",39.11,7.33935742971888,4765416.38235294,20.985,-3.61451206337775,3475940.75757576,0.139729446778551,0.285712979514211
"HON04","HON","2025-02-06","2024-12-31",2.47,0.12,5.1064,2.35,"pre-market",20.1,1.79941664796949,3590756.10344828,16.93,-2.68353012554254,4586529.44117647,0.245239717103188,0.31666339028148
"HON05","HON","2024-10-24","2024-09-30",2.58,0.08,3.2,2.5,"pre-market",24.7099,-5.59434135586993,2589930.75757576,39.74,-8.78109232539612,4550273.91176471,0.349977370083708,0.156000128007607
"HON06","HON","2024-07-25","2024-06-30",2.49,0.07,2.8926,2.42,"pre-market",14.92,-3.88554631883525,2613281.5483871,13.39,-1.5014427544383,2581350.44117647,0.0746055765599784,0.267138161353589
"HON07","HON","2024-04-25","2024-03-31",2.25,0.08,3.6866,2.17,"pre-market",17.07,4.09636052126057,2829222.1875,19.729,-6.48166023166022,2601383.38235294,0.354325057031961,0.262744757402726
"HON08","HON","2024-02-01","2023-12-31",2.6,0.01,0.3861,2.59,"pre-market",14.605,0.0246269024282182,2890011.63333333,11.875,-4.22290591504566,2938663.02941176,0.0651513004201393,0.267138161353589
"HON09","HON","2023-10-26","2023-09-30",2.27,0.04,1.7937,2.23,"pre-market",17.96,1.01834108951546,2806749.6969697,28.445,-11.822418444935,2898199.91176471,0.182671427330539,0.236187750586321
"HON10","HON","2023-07-27","2023-06-30",2.23,0.02,0.905,2.21,"pre-market",16.64,-4.76213335893621,2612537.41935484,12.275,-0.200493522516972,2673705.64705882,0.155081216255137,0.236187750586321
"HON11","HON","2023-04-27","2023-03-31",2.07,0.14,7.2539,1.93,"pre-market",15.24,-0.771221269470805,2869285.03125,16.025,-2.20487804878049,2303224.08823529,0.203052067094273,0.331402551923086
"HON12","HON","2023-02-02","2022-12-31",2.52,0.01,0.3984,2.51,"pre-market",19.06,3.28539131271346,2872176.73333333,21.79,9.46939213477118,3197816.82352941,0.127911601603752,0.113172439962146
"HON13","HON","2022-10-27","2022-09-30",2.25,0.09,4.1667,2.16,"pre-market",27.0398,6.83654443753884,3093276.42424242,21.7925,-1.60598022666987,3227548.94117647,0.17067985754582,0.285712979514211
"HON14","HON","2022-07-28","2022-06-30",2.1,0.07,3.4483,2.03,"pre-market",29.53,7.76731301939059,2765853.74193548,31.74,10.6188061765384,2596226,0.31141050668154,0.165344683341181
"HON15","HON","2022-04-29","2022-03-31",1.91,0.05,2.6882,1.86,"pre-market",18.56,-3.13665738454264,2987073.4375,28.205,9.73801560758082,3444409.76470588,0.234944248115317,0.267138161353589
"IBM01","IBM","2025-10-22","2025-09-30",1.84,-0.08,-4.1667,1.92,"post-market",62.7925,-12.5475285171103,4901286.02941176,36.83,2.14841519714196,4859561.4,0.138787676524776,0.333734119056218
"IBM02","IBM","2025-07-23","2025-06-30",2.8,0.15,5.6604,2.65,"post-market",33.58,-6.415413931823,3561055.46875,32.4399,2.19366361236216,4860779.33333333,0.122850729414777,0.300452141155817
"IBM03","IBM","2025-04-23","2025-03-31",1.12,0.04,3.7037,1.08,"post-market",51.95,5.64502670226969,5065776,50.99,-16.1155116683835,3667471.3030303,0.158862012371021,0.191997695863068
"IBM04","IBM","2025-01-29","2024-12-31",3.09,-0.39,-11.2069,3.48,"post-market",19.78,2.863230789719,3706555.9,29.226,6.75155584670816,4854803.12121212,0.05858633884528,0.300452141155817
"IBM05","IBM","2024-10-23","2024-09-30",2.3,0.07,3.139,2.23,"post-market",38.035,-13.2114522249051,3956640.70588235,35.84,-7.69530911298014,4160191.15151515,0.138869967129475,0.236187750586321
"IBM06","IBM","2024-07-24","2024-06-30",2.43,0.26,11.9816,2.17,"post-market",25.59,-11.0127193688617,3492818.8125,30.84,-8.80952380952381,3269096.54545455,0.0851433456616851,0.278096526879312
"IBM07","IBM","2024-04-24","2024-03-31",1.68,0.08,5,1.6,"post-market",19.01,5.21843994956969,4019942.18181818,12.84,-0.934855925684861,3558850.81818182,0.31141050668154,0.267138161353589
"IBM08","IBM","2024-01-24","2023-12-31",3.87,0.09,2.381,3.78,"post-market",13.6941,-5.39304765812768,4162490.29032258,20.43,-4.98095963442498,4847889.6969697,0.219345606824634,0.339572180289572
"IBM09","IBM","2023-10-25","2023-09-30",2.2,0.07,3.2864,2.13,"post-market",15.6199,7.22403184943901,3924764.47058824,23.76,-12.4593383661695,4198052.78787879,0.122850729414777,0.225311675665297
"IBM10","IBM","2023-07-19","2023-06-30",2.18,0.18,9,2,"post-market",12.009,-3.30819206930028,4424468.40625,10.2212,-5.79896037264565,3862070.09090909,0.203052067094273,0.285150660382103
"IBM11","IBM","2023-04-19","2023-03-31",1.36,0.12,9.6774,1.24,"post-market",10.9,0.653900046707149,5330756.93939394,15.43,-6.89731977132674,4335134.12121212,0.1610472850958,0.236187750586321
"IBM12","IBM","2023-01-25","2022-12-31",3.6,-0.01,-0.277,3.61,"post-market",16.015,4.11519728947555,4061105.12903226,15.68,10.0357839947951,4488423.66666667,0.169738087292045,0.267138161353589
"IBM13","IBM","2022-10-19","2022-09-30",1.81,0.01,0.5556,1.8,"post-market",15.445,6.38752052545157,4174051.21212121,20.61,-10.2839756592292,4389938.12121212,0.0346809181802804,0.300452141155817
"IBM14","IBM","2022-07-18","2022-06-30",2.31,0.02,0.8734,2.29,"post-market",11.88,2.38938053097346,4858223.90322581,14.21,-0.508607198748037,3873971.75757576,0.266507266717565,0.158862012371021
"IBM15","IBM","2022-04-19","2022-03-31",1.4,-0.02,-1.4085,1.42,"post-market",12.38,-4.97944621112232,4091546.38235294,18.93,-2.68881537270359,5055153.09090909,0.0997819298975482,0.236187750586321
"JNJ01","JNJ","2025-10-14","2025-09-30",2.8,0.04,1.4493,2.76,"pre-market",18.77,-7.08296442893599,8295883.97058824,23.15,-6.43099273607748,8670331.16129032,0.203052067094273,0.1610472850958
"JNJ02","JNJ","2025-07-16","2025-06-30",2.77,0.09,3.3582,2.68,"pre-market",10.2,-2.44135340739091,7818210.65625,18.38,-7.6629213483146,8260285.33333333,0.300452141155817,0.300452141155817
"JNJ03","JNJ","2025-04-15","2025-03-31",4.54,2.28,100.885,2.26,"pre-market",28.49,9.64976896805732,10778098.1428571,12.605,1.28445104240624,8007877.5,0.138216213992146,0.203052067094273
"JNJ04","JNJ","2025-01-22","2024-12-31",2.04,0.03,1.4925,2.01,"pre-market",14.12,3.33695062398265,8560762.51612903,21.99,-6.44924432478738,9342440.15151515,0.225311675665297,0.264431714799051
"JNJ05","JNJ","2024-10-15","2024-09-30",2.42,0.21,9.5023,2.21,"pre-market",10.075,1.49833518312986,5768722.23529412,16.25,9.14138409676781,7293667.78787879,0.236864362224955,0.300452141155817
"JNJ06","JNJ","2024-07-17","2024-06-30",2.82,0.12,4.4444,2.7,"pre-market",7.16999999999999,-3.74666666666667,6940697.59375,17.28,-7.75119617224879,6906099.36363636,0.300452141155817,0.203052067094273
"JNJ07","JNJ","2024-04-16","2024-03-31",2.2,-0.01,-0.4525,2.21,"pre-market",15.96,8.59786573010941,6841348.35294118,11.15,-0.0405487598837618,8047195.33333333,0.14874483969333,0.300452141155817
"JNJ08","JNJ","2024-01-23","2023-12-31",2.29,0.01,0.4386,2.28,"pre-market",11.51,-1.40862550418865,6791221.34375,8.27000000000001,-1.86427121146865,7375095.03030303,0.300452141155817,0.138787676524776
"JNJ09","JNJ","2023-10-17","2023-09-30",2.66,0.14,5.5556,2.52,"pre-market",12.89,4.82358195623046,7667458.26470588,15.07,-3.48221044663135,6790161.63636364,0.300452141155817,0.300452141155817
"JNJ10","JNJ","2023-07-20","2023-06-30",2.8,0.18,6.8702,2.62,"pre-market",13.12,-2.58826485739415,6860809.70967742,18.62,7.19969922927502,35921264.8235294,0.331402551923086,0.234002477861542
"JNJ11","JNJ","2023-04-18","2023-03-31",2.68,0.18,7.2,2.5,"pre-market",17.12,-6.2300415737784,8041794.26470588,13.03,2.90322580645162,6082543.51515152,0.236187750586321,0.225311675665297
"JNJ12","JNJ","2023-01-24","2022-12-31",2.35,0.11,4.9107,2.24,"pre-market",13.559,5.10288065843622,6383720.71875,18.156,10.0693535723632,8841079.18181818,0.203052067094273,0.349977370083708
"JNJ13","JNJ","2022-10-18","2022-09-30",2.55,0.06,2.4096,2.49,"pre-market",8.5,-0.875699343225491,7318299.38235294,15.57,-4.45149232598968,6534025.96969697,0.301540205817946,0.300452141155817
"JNJ14","JNJ","2022-07-19","2022-06-30",2.59,0.04,1.5686,2.55,"pre-market",16.0906,1.02414045354791,7077537.46875,14.82,5.65342827327973,6432486.45454545,0.300452141155817,0.300452141155817
"JNJ15","JNJ","2022-04-19","2022-03-31",2.67,0.1,3.8911,2.57,"pre-market",21.8198,-8.57222222222223,7572174.32352941,14,1.93149915777653,7397616.12121212,0.0636472110342558,0.138787676524776
"JPM01","JPM","2025-10-14","2025-09-30",5.07,0.2,4.1068,4.87,"pre-market",26.57,-3.52025125956947,8086321.47058824,31.7052,-4.91771848538105,7655413.93548387,NA,NA
"JPM02","JPM","2025-07-15","2025-06-30",4.96,0.49,10.962,4.47,"pre-market",36.09,-7.08531801625104,8713946.125,18.7124,-3.09412116977743,7434839.51515152,NA,NA
"JPM03","JPM","2025-04-11","2025-03-31",5.07,0.43,9.2672,4.64,"pre-market",76.58,29.6593283763425,12708992.8787879,43.184,-10.9052951224141,8688656.18181818,NA,NA
"JPM04","JPM","2025-01-15","2024-12-31",4.81,0.77,19.0594,4.04,"pre-market",22.24,2.83022748776173,8492053.36666667,36.4,6.01346177098866,8646418,NA,NA
"JPM05","JPM","2024-10-11","2024-09-30",4.37,0.38,9.5238,3.99,"pre-market",24.87,2.65365113964839,9038513.78125,35.43,-11.3583606819819,8510683.5,NA,NA
"JPM06","JPM","2024-07-12","2024-06-30",6.12,1.03,20.2358,5.09,"pre-market",19.5,-3.96020288724152,8832514.43333333,34.58,-5.59550561797752,8172108.94285714,NA,NA
"JPM07","JPM","2024-04-12","2024-03-31",4.44,0.31,7.5061,4.13,"pre-market",19.7,-7.36261511992714,8023852.3125,26.68,-8.23381836427497,9309341.38235294,NA,NA
"JPM08","JPM","2024-01-12","2023-12-31",3.04,-0.56,-15.5556,3.6,"pre-market",20.67,-10.7429368678061,9042073.03333333,22.14,-9.53688745288098,8736654.63636364,NA,NA
"JPM09","JPM","2023-10-13","2023-09-30",4.33,0.37,9.3434,3.96,"pre-market",9.41999999999999,2.48503410831129,8333176.78125,22.67,-5.1148761391349,8902541.05882353,NA,NA
"JPM10","JPM","2023-07-14","2023-06-30",4.75,0.75,18.75,4,"pre-market",13.0756,-6.11072664359862,9651074.1,13.92,4.99007461154083,8654046.68571429,NA,NA
"JPM11","JPM","2023-04-14","2023-03-31",4.1,0.69,20.2346,3.41,"pre-market",20.93,10.3761656393235,17123117.84375,11.56,0.193465176268279,10961360.3823529,NA,NA
"JPM12","JPM","2023-01-13","2022-12-31",3.57,0.47,15.1613,3.1,"pre-market",10.47,-1.34199134199133,9583378.26666667,10.79,-0.501731326408013,9354587.93939394,NA,NA
"JPM13","JPM","2022-10-14","2022-09-30",3.12,0.27,9.4737,2.85,"pre-market",17.152,11.0746744120678,11594660.59375,24.34,-13.8523310283293,12046496.1470588,NA,NA
"JPM14","JPM","2022-07-14","2022-06-30",2.76,-0.14,-4.8276,2.9,"pre-market",23.85,10.4897533865926,12603633.7,13.2175,-3.52118753775783,11090675.2,NA,NA
"JPM15","JPM","2022-04-13","2022-03-31",2.63,-0.08,-2.952,2.71,"pre-market",26.03,15.3413837624364,16819806.2058824,18.49,-1.10854503464203,14460172.2727273,NA,NA
"KO01","KO","2025-10-21","2025-09-30",0.82,0.04,5.1282,0.78,"pre-market",4.10619999999999,1.55882352941177,16828937.9411765,5.57000000000001,-3.98071625344353,16176895.0769231,0.350530545815294,0.300452141155817
"KO02","KO","2025-07-22","2025-06-30",0.87,0.03,3.5714,0.84,"pre-market",3.905,2.20739584072682,16356357.4848485,4.545,2.03569848060185,14914032.4242424,0.300452141155817,0.300452141155817
"KO03","KO","2025-04-29","2025-03-31",0.73,0.01,1.3889,0.72,"pre-market",8.33,-1.65175498967654,19308449.2352941,4.105,2.35714285714287,14203446.3030303,0.339572180289572,0.236187750586321
"KO04","KO","2025-02-11","2024-12-31",0.55,0.03,5.7692,0.52,"pre-market",3.66999999999999,-1.65536812233958,14233837,5.03999999999999,-4.29405225125068,19288874.5151515,0.203052067094273,0.236187750586321
"KO05","KO","2024-10-23","2024-09-30",0.77,0.02,2.6667,0.75,"pre-market",4.67,4.49406039788178,13586959.8823529,6.005,4.90952006294257,17597042.6060606,0.300452141155817,0.300452141155817
"KO06","KO","2024-07-23","2024-06-30",0.84,0.03,3.7037,0.81,"pre-market",3.86000000000001,-4.1285801340646,11281047.6969697,7.52,-6.03979820627803,14350416.1515152,0.252577296022164,0.275307789720075
"KO07","KO","2024-04-30","2024-03-31",0.72,0.02,2.8571,0.7,"pre-market",4.66,-2.12835093419983,14122829.8235294,3.29,-0.575723652646729,10399750.0625,0.236187750586321,0.331402551923086
"KO08","KO","2024-02-13","2023-12-31",0.49,0,0,0.49,"pre-market",2.945,-1.53018328569026,13213685.25,2.665,-1.09908409658617,13850480.125,0.236187750586321,0.203052067094273
"KO09","KO","2023-10-24","2023-09-30",0.74,0.05,7.2464,0.69,"pre-market",7.77,7.86722904823033,16541465.0588235,4.92,-7.08158116063919,13371943.3333333,0.350530545815294,0.300452141155817
"KO10","KO","2023-07-26","2023-06-30",0.78,0.06,8.3333,0.72,"pre-market",3.84,-3.44220300992635,14266825.34375,4.575,6.33585164835164,10357648.5151515,0.339572180289572,0.203052067094273
"KO11","KO","2023-04-24","2023-03-31",0.68,0.03,4.6154,0.65,"pre-market",5.01,-5.13908533710514,12991519.6666667,5.325,5.76316226540442,13446199.3333333,0.214010432619996,0.149746042050499
"KO12","KO","2023-02-14","2022-12-31",0.45,0,0,0.45,"pre-market",5.77,7.51841929002009,12472673.5625,4.65000000000001,-3.85415000799617,14011795.0909091,0.274836904593187,0.242172106228027
"KO13","KO","2022-10-25","2022-09-30",0.69,0.05,7.8125,0.64,"pre-market",8.865,11.2363636363636,15043088.1764706,6.6,-5.34351145038168,12727036.2727273,0.274836904593187,0.300452141155817
"KO14","KO","2022-07-26","2022-06-30",0.7,0.03,4.4776,0.67,"pre-market",6.1972,2.42750081459758,15566703,5.19,5.8212401055409,10983877.7272727,0.389097409217462,0.203052067094273
"KO15","KO","2022-04-25","2022-03-31",0.64,0.06,10.3448,0.58,"pre-market",9.5,-7.42649287662929,16733108,7.72499999999999,8.99061419397333,20142687.3636364,0.300452141155817,0.188312905452667
"MCD01","MCD","2025-11-05","2025-09-30",3.22,-0.11,-3.3033,3.33,"pre-market",20.75,1.09666666666667,2899477.14705882,17.26,-3.35401318340442,3026889.66666667,0.236334044994674,0.300452141155817
"MCD02","MCD","2025-08-06","2025-06-30",3.19,0.04,1.2698,3.15,"pre-market",21.9607999999999,-3.68698517298188,3962027.625,21.545,-0.496926899437682,3162095.66666667,0.185419019187426,0.169738087292045
"MCD03","MCD","2025-05-01","2025-03-31",2.67,0,0,2.67,"pre-market",31.28,-5.40284360189574,4011611.625,36.15,8.95537840356146,3072552.06060606,0.124917137932769,0.364684529823487
"MCD04","MCD","2025-02-10","2024-12-31",2.83,-0.03,-1.049,2.86,"pre-market",20.62,-0.102884186700489,2774242.16666667,30.61,-0.977385971636643,3588611.09090909,0.110740295423271,0.330739655385234
"MCD05","MCD","2024-10-29","2024-09-30",3.23,0.03,0.9375,3.2,"pre-market",32.07,-3.22591362126245,3330794.02857143,20.35,0.0644024133957012,3073381.51515152,0.158862012371021,-0.0114886827560038
"MCD06","MCD","2024-07-29","2024-06-30",2.97,-0.1,-3.2573,3.07,"pre-market",18.8,-0.149494472638576,3844318.5,37.71,-9.51178451178451,3202290.33333333,-0.10850473399562,0.17720367381833
"MCD07","MCD","2024-04-30","2024-03-31",2.7,-0.03,-1.0989,2.73,"pre-market",31.245,8.69741547763889,3449876.85294118,27.58,6.44615081708998,3355548.75,0.26328878973379,0.267284455761942
"MCD08","MCD","2024-02-05","2023-12-31",2.95,0.12,4.2403,2.83,"pre-market",15.19,-0.503942406582095,2760381.58064516,21.57,4.55196619153355,3015235.12121212,-0.00793189995291146,0.267138161353589
"MCD09","MCD","2023-10-30","2023-09-30",3.19,0.2,6.689,2.99,"pre-market",39.87,8.28301594674097,3018476.76470588,32.46,-8.19486015068634,3116023.93939394,-0.0109583655257227,0.188312905452667
"MCD10","MCD","2023-07-27","2023-06-30",3.17,0.38,13.6201,2.79,"pre-market",19.35,-5.2946314587113,2294060.77419355,19.24,3.29035440005636,2417057.94117647,0,0.149746042050499
"MCD11","MCD","2023-04-25","2023-03-31",2.63,0.29,12.3932,2.34,"pre-market",32.16,-7.41652983032294,2566226.67647059,18.86,2.65532801110725,2401415.27272727,0.05858633884528,0.137164722932106
"MCD12","MCD","2023-01-31","2022-12-31",2.59,0.13,5.2846,2.46,"pre-market",20.39,0.589090909090911,2498021.46875,12.96,-2.15153310620649,2805018.60606061,0,0.169738087292045
"MCD13","MCD","2022-10-27","2022-09-30",2.68,0.1,3.876,2.58,"pre-market",30.82,3.2812437552456,3004500.72727273,15.91,0.83206981990311,3215011.88235294,0,0.188312905452667
"MCD14","MCD","2022-07-26","2022-06-30",2.55,0.08,3.2389,2.47,"pre-market",24.74,-2.2384236453202,2635286.03030303,16.21,3.28235294117647,2243976.48484848,0.121154628617929,0.135793212853792
"MCD15","MCD","2022-04-28","2022-03-31",2.28,0.1,4.5872,2.18,"pre-market",41.93,-12.756862745098,3147165.15625,26.44,5.30270685680129,3066559.55882353,0.331402551923086,0.391886146376699
"MMM01","MMM","2025-10-21","2025-09-30",2.19,0.12,5.7971,2.07,"pre-market",13.645,1.86200066028394,2757542.17647059,13.5,-1.27724396531521,2970021.23076923,0,0.391241536639892
"MMM02","MMM","2025-07-18","2025-06-30",2.16,0.15,7.4627,2.01,"pre-market",17.9,-3.83058037148918,3003342.90322581,16.22,-1.91270860077023,3330387.11764706,0.105784572340299,0.31666339028148
"MMM03","MMM","2025-04-22","2025-03-31",1.88,0.11,6.2147,1.77,"pre-market",34.3729,17.7075341414761,4611111.23529412,19.88,-5.32593333103519,2979151,-0.0751907541933921,0.285712979514211
"MMM04","MMM","2025-01-21","2024-12-31",1.68,0.14,9.0909,1.54,"pre-market",16.29,-4.84067311134982,3302172.15625,15.57,0.75517497134381,4140299.84848485,0.196377384713149,0.094675340705962
"MMM05","MMM","2024-10-22","2024-09-30",1.98,0.08,4.2105,1.9,"pre-market",13.6,-3.56695408652075,3254488.70588235,11.08,-4.23735318952945,3153001.3030303,0.343366691506238,0.192656020700659
"MMM06","MMM","2024-07-26","2024-06-30",1.93,0.25,14.881,1.68,"pre-market",7.36,-5.61214683836249,3587082.67741935,15.68,-5.09554140127389,3919369.70588235,0.185419019187426,0.290202389170556
"MMM07","MMM","2024-04-30","2024-03-31",2.39,0.28,13.2701,2.11,"pre-market",20.96,2.78688524590164,5913718.44117647,11.03,-2.91795742979913,4689609.71875,NA,0.304941550812163
"MMM08","MMM","2024-01-23","2023-12-31",2.42,0.11,4.7619,2.31,"pre-market",10.95,-3.09162450815064,3314557.375,13.6135,-3.74047332531087,4451085.03030303,0.0636472110342558,0.0713870995762034
"MMM09","MMM","2023-10-24","2023-09-30",2.68,0.33,14.0426,2.35,"pre-market",22.47,23.2268481144043,3735854.29411765,17.94,-14.1960784313726,3388176.36363636,-0.00602092924379506,0.1610472850958
"MMM10","MMM","2023-07-25","2023-06-30",2.17,0.41,23.2955,1.76,"pre-market",9.32000000000001,-5.94220984928482,3723119.42424242,14.71,4.42411797647937,3455109,-0.044587792645963,0.331402551923086
"MMM11","MMM","2023-04-25","2023-03-31",1.97,0.37,23.125,1.6,"pre-market",11.4625,4.71518384454182,3491494.55882353,14.45,2.96626599457154,3649795.33333333,0.14292049356076,0.087209754179677
"MMM12","MMM","2023-01-24","2022-12-31",2.28,-0.09,-3.7975,2.37,"pre-market",13.26,5.12863770560945,2884243.6875,20.58,13.748519542045,3548660.87878788,0.252577296022164,0.0279239451944573
"MMM13","MMM","2022-10-25","2022-09-30",2.69,0.1,3.861,2.59,"pre-market",19.45,3.0490499337163,7188542.67647059,12.79,0.079051383399205,2673408.96969697,-0.00602092924379506,0.0279239451944573
"MMM14","MMM","2022-07-26","2022-06-30",2.48,0.04,1.6393,2.44,"pre-market",21.7,8.58522094318604,2960069.18181818,36.32,18.7875772276817,15230607.2121212,0.00493743628192761,0.135793212853792
"MMM15","MMM","2022-04-26","2022-03-31",2.65,0.33,14.2241,2.32,"post-market",12.43,-4.98673740053051,3064584.05882353,21.6,6.23158515026518,2888979.75757576,0.29306427353397,0.133095909699776
"MRK01","MRK","2025-10-30","2025-09-30",2.58,0.21,8.8608,2.37,"pre-market",13.42,-3.77877018206802,12332125.3333333,23.83,-21.2280366692131,15244594.4,NA,NA
"MRK02","MRK","2025-07-29","2025-06-30",2.13,0.1,4.9261,2.03,"pre-market",8.12,-5.73906844106464,15542737.1212121,10.305,-2.08693504569029,11172457.0606061,NA,NA
"MRK03","MRK","2025-04-24","2025-03-31",2.22,0.08,3.7383,2.14,"pre-market",21.44,21.1991156197165,17903744.5,12.52,1.88609920391916,14378516.7352941,NA,NA
"MRK04","MRK","2025-02-04","2024-12-31",1.72,0.05,2.994,1.67,"pre-market",7.81999999999999,0.96871846619577,10818552.9032258,16.33,-1.08794197642792,18090390.1818182,NA,NA
"MRK05","MRK","2024-10-31","2024-09-30",1.57,0,0,1.57,"pre-market",15.52,7.71903465114095,9395633.06060606,10.5881,3.07598907214409,12897618.7941176,NA,NA
"MRK06","MRK","2024-07-30","2024-06-30",2.28,0.13,6.0465,2.15,"pre-market",13.76,3.34420560380399,9018813.45454546,9.58,-2.53807106598985,8876279.72727273,NA,NA
"MRK07","MRK","2024-04-25","2024-03-31",2.07,0.19,10.1064,1.88,"pre-market",13.87,-1.51213688818146,9118239.90625,10.09,0.743264168473218,7310870.97058824,NA,NA
"MRK08","MRK","2024-02-01","2023-12-31",0.03,0.14,127.2727,-0.11,"pre-market",17.05,-11.1194091776616,8506134.63333333,11.01,1.93068907019953,8773800.79411765,NA,NA
"MRK09","MRK","2023-10-26","2023-09-30",2.13,0.18,9.2308,1.95,"pre-market",10.53,6.5006500650065,6412351.51515152,7.41,-2.10696920583468,8812895.64705882,NA,NA
"MRK10","MRK","2023-08-01","2023-06-30",-2.06,0.12,5.5046,-2.18,"pre-market",10.44,4.2018400834677,7848182.81818182,7.59999999999999,-2.96645411699473,6542128.81818182,NA,NA
"MRK11","MRK","2023-04-27","2023-03-31",1.4,0.08,6.0606,1.32,"pre-market",14.005,-5.73691999651781,7941252.75,12.78,6.24657534246576,6995210.5,NA,NA
"MRK12","MRK","2023-02-02","2022-12-31",1.62,0.08,5.1948,1.54,"pre-market",10.38,5.02777516241409,8773050.46666667,9.74000000000001,-0.0576424248246731,8932521.08823529,NA,NA
"MRK13","MRK","2022-10-27","2022-09-30",1.85,0.14,8.1871,1.71,"pre-market",11.44,-6.43041792330892,8677265.15151515,14.84,-7.35994141340168,10172349.0882353,NA,NA
"MRK14","MRK","2022-07-28","2022-06-30",1.87,0.17,10,1.7,"pre-market",12.67,-0.69914548884696,11392682.9677419,7.95,2.22863741339493,7892747.38235294,NA,NA
"MRK15","MRK","2022-04-28","2022-03-31",2.14,0.31,16.9399,1.83,"pre-market",12.43,-9.3990216631726,10728028.4375,11.87,3.5562381852552,12314348.1470588,NA,NA
"MSFT01","MSFT","2025-10-29","2025-09-30",3.72,0.06,1.6393,3.66,"post-market",34.3099999999999,-4.66344038715353,18645596.7941176,60.0700000000001,5.85441256257229,25099320.25,0.339572180289572,0.300452141155817
"MSFT02","MSFT","2025-07-30","2025-06-30",3.65,0.27,7.9882,3.38,"post-market",51.33,-8.10689510503157,18467143.71875,45.88,4.72149993157246,20437755.8787879,0.331402551923086,0.300452141155817
"MSFT03","MSFT","2025-04-30","2025-03-31",3.46,0.24,7.4534,3.22,"post-market",51.57,-1.69250645994832,25241759,49.8897,-8.7510460251046,18806753.125,0.370668885465193,0.300452141155817
"MSFT04","MSFT","2025-01-29","2024-12-31",3.23,0.13,4.1935,3.1,"post-market",45.4448,-0.411088148081598,20225283.8,42.4,6.52909380792513,23055678.3939394,0.300452141155817,0.234002477861542
"MSFT05","MSFT","2024-10-30","2024-09-30",3.3,0.19,6.1093,3.11,"post-market",34.15,-2.94310619551973,18145265,50.5935,-7.50871790226892,21657440.4848485,0.300452141155817,0.234002477861542
"MSFT06","MSFT","2024-07-30","2024-06-30",2.95,0.02,0.6826,2.93,"post-market",51.08,2.31229076996653,18630533.1515152,56.27,-6.09425287356322,19081351.6969697,0.203052067094273,0.236187750586321
